time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used
2025-09-08T02:21:01.183000+00:00,3.0,-26.69674160114161,152.88545010137466,0.0,0,20,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.283000+00:00,3.1,-26.696741798277273,152.88545019986847,0.0,0,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.383000+00:00,3.2,-26.696741797435674,152.88545019932536,0.0,0,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.483000+00:00,3.3,-26.696741898787078,152.88545049939313,0.0,0,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.583000+00:00,3.4,-26.696741899298917,152.88545050026391,0.0,0,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.683000+00:00,3.5,-26.69674190018764,152.88545050168545,0.0,3175.84985,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.783000+00:00,3.6,-26.696742001703974,152.8854505021358,0.0,3175.84985,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.883000+00:00,3.7,-26.69674230014504,152.88545039924668,0.0,3175.84985,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:01.983000+00:00,3.8,-26.696742299983313,152.88545039854847,0.0,3175.84985,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.083000+00:00,3.9,-26.69674239932486,152.88545009990148,0.0,3175.84985,21,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.183000+00:00,4.0,-26.696742399213466,152.88545010074407,0.0,3175.84985,21,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.283000+00:00,4.1,-26.69674240030783,152.8854501014716,0.0,3175.84985,21,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.383000+00:00,4.2,-26.69674240051128,152.8854501014821,0.0,3175.84985,21,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.483000+00:00,4.3,-26.696742499800312,152.8854501994529,0.0,3175.84985,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.583000+00:00,4.4,-26.69674249932272,152.8854501989526,0.0,3175.84985,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.683000+00:00,4.5,-26.69674249946195,152.8854501986275,0.0,3175.84985,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.783000+00:00,4.6,-26.696743100278198,152.88545009955826,0.0,3175.84985,19,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.883000+00:00,4.7,-26.696743500764534,152.88544970111454,0.0,3175.84985,18,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:02.983000+00:00,4.8,-26.69674350072596,152.88544970168059,0.0,3175.84985,18,Level4,-111.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:21:03.083000+00:00,4.9,-26.696743499229015,152.8854493004553,0.0,3175.84985,18,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
