time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used
2025-09-08T02:20:50.291000+00:00,1.5,-26.696732856067285,152.88545507802064,0.0,0,17,Level4,-111.3,-0.1,0.0,0.0,0.1,GPSAtti,True
2025-09-08T02:20:50.391000+00:00,1.6,-26.696733311908755,152.88545485828436,0.0,0,17,Level4,-111.4,-0.1,0.0,0.0,0.1,GPSAtti,True
2025-09-08T02:20:50.491000+00:00,1.7,-26.696733479489232,152.8854547574772,0.0,0,17,Level4,-111.4,-0.1,0.0,0.0,0.1,GPSAtti,True
2025-09-08T02:20:50.591000+00:00,1.8,-26.696733526488362,152.88545447330534,0.0,0,17,Level4,-111.4,-0.1,0.0,0.0,0.1,GPSAtti,True
2025-09-08T02:20:50.691000+00:00,1.9,-26.696733012943536,152.8854547445242,0.0,0,17,Level4,-111.4,-0.1,0.0,0.0,0.1,GPSAtti,True
2025-09-08T02:20:50.791000+00:00,2.0,-26.69673249568891,152.8854552398802,0.0,0,17,Level4,-111.4,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:50.891000+00:00,2.1,-26.6967323305595,152.88545540169775,0.0,0,17,Level4,-111.4,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:50.991000+00:00,2.2,-26.696732895001137,152.8854548224129,0.0,0,17,Level4,-111.4,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.091000+00:00,2.3,-26.696732856958754,152.88545488304453,0.0,0,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.191000+00:00,2.4,-26.696732843965652,152.88545492319463,0.0,3175.46411,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.291000+00:00,2.5,-26.696732954794143,152.8854546054795,0.0,3175.46411,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.391000+00:00,2.6,-26.69673349896389,152.8854543210131,0.0,3175.46411,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.491000+00:00,2.7,-26.696733496245155,152.88545432312677,0.0,3175.46411,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.591000+00:00,2.8,-26.696733500072202,152.885453900505,0.0,3175.46411,17,Level4,-111.3,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.691000+00:00,2.9,-26.696733504622582,152.88545389368156,0.0,3175.46411,17,Level4,-111.5,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-08T02:20:51.791000+00:00,3.0,-26.696733706682867,152.88545399157084,0.0,3175.46411,17,Level4,-111.4,0.0,0.0,0.0,0.0,GPSAtti,True
