time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used
2025-09-05T01:03:15.688000+00:00,0.0,-26.696753198699813,152.88540140031293,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-05T01:03:15.788000+00:00,0.1,-26.696752996937487,152.8854010986444,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:15.888000+00:00,0.2,-26.696752897741785,152.8854008976966,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:15.988000+00:00,0.3,-26.696752897057536,152.8854008966203,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.088000+00:00,0.4,-26.696752896885123,152.88540089600903,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.188000+00:00,0.5,-26.696752999598413,152.8854008982168,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.288000+00:00,0.6,-26.69675299990787,152.88540089797948,0.0,0,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.388000+00:00,0.7,-26.696753000580365,152.88540069927782,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.488000+00:00,0.8,-26.69675300100437,152.88540069978364,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.588000+00:00,0.9,-26.696753100763363,152.88540050136007,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.688000+00:00,1.0,-26.696753100115494,152.8854005021008,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.788000+00:00,1.1,-26.696753196989746,152.88540030321695,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:03:16.888000+00:00,1.2,-26.696753196743444,152.88540010233154,0.0,3176.47437,16,Level4,-171.7,0.0,0.0,0.0,0.0,MotorsJustStarted,True
