time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used
2025-09-05T01:28:14.302000+00:00,0.0,0.0,0.0,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,GPSAtti,False
2025-09-05T01:28:14.402000+00:00,0.1,0.0,0.0,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:14.502000+00:00,0.2,0.0,0.0,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:14.602000+00:00,0.3,0.0,0.0,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:14.702000+00:00,0.4,0.0,0.0,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:14.802000+00:00,0.5,-7.542225311557173e-132,-3.123790572431e+188,0.0,0,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:14.902000+00:00,0.6,0.0,0.0,0.0,3271.34985,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.002000+00:00,0.7,0.0,0.0,0.0,3271.34985,7,Level0,-163.8,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.102000+00:00,0.8,0.0,0.0,0.0,3271.34985,7,Level0,-163.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.202000+00:00,0.9,0.0,0.0,0.0,3271.34985,7,Level0,-163.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.302000+00:00,1.0,0.0,0.0,0.0,3271.34985,7,Level0,-163.8,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.402000+00:00,1.1,0.0,0.0,0.0,3271.34985,7,Level0,-163.8,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.502000+00:00,1.2,0.0,0.0,0.0,3271.34985,7,Level0,-163.8,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.602000+00:00,1.3,0.0,0.0,0.0,3271.34985,7,Level0,-163.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.702000+00:00,1.4,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.802000+00:00,1.5,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:15.902000+00:00,1.6,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.002000+00:00,1.7,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.102000+00:00,1.8,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.202000+00:00,1.9,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.302000+00:00,2.0,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.402000+00:00,2.1,0.0,0.0,0.0,3271.34985,7,Level0,-163.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False
2025-09-05T01:28:16.502000+00:00,2.2,0.0,0.0,0.0,3271.34985,7,Level0,-163.4,0.0,0.0,0.0,0.0,AutoTakeoff,False
2025-09-05T01:28:16.602000+00:00,2.3,0.0,0.0,0.0,3271.34985,7,Level0,-163.6,0.0,0.0,0.0,0.0,AutoTakeoff,False
2025-09-05T01:28:16.702000+00:00,2.4,0.0,0.0,0.0,3271.34985,13,Level0,-164.0,0.0,0.0,0.0,0.0,AutoTakeoff,False
2025-09-05T01:28:16.802000+00:00,2.5,1.0494963821516955e+117,1.8113049833734313e+76,0.0,3271.34985,13,Level0,-164.3,0.0,0.0,-0.1,0.0,AutoTakeoff,False
2025-09-05T01:28:16.902000+00:00,2.6,0.0,0.0,0.0,3271.34985,13,Level0,-164.2,0.0,0.0,-0.1,0.0,AutoTakeoff,False
2025-09-05T01:28:17.002000+00:00,2.7,0.0,0.0,0.0,3271.34985,13,Level0,-164.1,0.0,0.0,-0.2,0.0,AutoTakeoff,False
2025-09-05T01:28:17.102000+00:00,2.8,0.0,0.0,0.0,3271.34985,13,Level0,-164.1,0.0,0.0,-0.2,0.0,AutoTakeoff,False
2025-09-05T01:28:17.202000+00:00,2.9,0.0,0.0,0.1,3271.34985,13,Level0,-164.2,0.0,0.0,-0.2,0.0,AutoTakeoff,False
2025-09-05T01:28:17.302000+00:00,3.0,0.0,0.0,0.1,3271.34985,13,Level0,-164.2,0.0,0.0,-0.3,0.0,AutoTakeoff,False
2025-09-05T01:28:17.402000+00:00,3.1,0.0,0.0,0.1,3271.34985,13,Level0,-164.1,0.0,0.0,-0.3,0.0,AutoTakeoff,False
2025-09-05T01:28:17.502000+00:00,3.2,0.0,0.0,0.2,3271.34985,13,Level0,-164.1,0.0,0.0,-0.4,0.0,AutoTakeoff,False
2025-09-05T01:28:17.602000+00:00,3.3,0.0,0.0,0.2,3271.34985,13,Level0,-164.2,0.0,0.0,-0.4,0.0,AutoTakeoff,False
2025-09-05T01:28:17.702000+00:00,3.4,0.0,0.0,0.3,3271.34985,13,Level0,-164.3,0.0,0.0,-0.5,0.0,AutoTakeoff,False
2025-09-05T01:28:17.802000+00:00,3.5,0.0,0.0,0.3,3271.34985,13,Level0,-164.3,0.0,0.0,-0.5,0.0,AutoTakeoff,False
2025-09-05T01:28:17.902000+00:00,3.6,0.0,0.0,0.4,3271.34985,14,Level0,-164.3,0.0,0.0,-0.5,0.0,AutoTakeoff,False
2025-09-05T01:28:18.002000+00:00,3.7,0.0,0.0,0.4,3271.34985,14,Level0,-164.3,0.0,0.0,-0.5,0.0,AutoTakeoff,False
