time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used
2025-09-05T01:22:35.955000+00:00,0.0,-26.696737301084607,152.88548059911767,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-05T01:22:36.055000+00:00,0.1,-26.696737301187962,152.88548059845922,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.155000+00:00,0.2,-26.69673750016112,152.8854806976948,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.255000+00:00,0.3,-26.696737500051352,152.8854806962069,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.355000+00:00,0.4,-26.69673779987476,152.88548039658548,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.455000+00:00,0.5,-26.69673780009964,152.8854803954112,0.0,0,22,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.555000+00:00,0.6,-26.696738098845273,152.8854800988112,0.0,3350.2146,23,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.655000+00:00,0.7,-26.696738394338396,152.88548000812165,0.0,3350.2146,23,Level4,118.1,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.755000+00:00,0.8,-26.696738390895206,152.88548000570307,0.0,3350.2146,23,Level4,118.1,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.855000+00:00,0.9,-26.696738384692612,152.88548000353887,0.0,3350.2146,23,Level4,118.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:36.955000+00:00,1.0,-3.8268787236307e-208,8.874898820209981e-176,0.0,3350.2146,23,Level4,118.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.055000+00:00,1.1,-26.696738485103282,152.8854797902754,0.0,3350.2146,23,Level4,118.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.155000+00:00,1.2,-26.69673859858471,152.88547979324278,0.0,3350.2146,23,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.255000+00:00,1.3,-26.696738594759804,152.88547979686248,0.0,3350.2146,23,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.355000+00:00,1.4,-26.696738800982285,152.8854798056495,0.0,3350.2146,23,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.455000+00:00,1.5,-26.696738799838663,152.88547980765142,0.0,3350.2146,23,Level4,118.1,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.555000+00:00,1.6,-26.69673889051312,152.8854800149794,0.0,3350.2146,23,Level4,118.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.655000+00:00,1.7,-26.696738884854987,152.88548001523563,0.0,3350.2146,23,Level4,118.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.755000+00:00,1.8,-26.696738778922725,152.88547990654226,0.0,3350.2146,23,Level4,118.1,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.855000+00:00,1.9,-26.696738776408456,152.88547990404876,0.0,3350.2146,23,Level4,118.1,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:37.955000+00:00,2.0,-26.69673879316652,152.88547939461023,0.0,3350.2146,23,Level4,118.2,0.0,0.0,0.0,0.0,MotorsJustStarted,True
2025-09-05T01:22:38.055000+00:00,2.1,-26.696738798903887,152.88547938542195,0.0,3350.2146,23,Level4,118.3,0.0,0.0,0.0,0.0,AutoTakeoff,True
2025-09-05T01:22:38.155000+00:00,2.2,-26.696738817761773,152.88547878540675,0.0,3350.2146,25,Level4,118.1,0.0,0.0,0.0,0.0,AutoTakeoff,True
2025-09-05T01:22:38.255000+00:00,2.3,-26.696738829202204,152.88547881079595,0.0,3350.2146,25,Level4,117.8,0.0,0.0,0.0,0.0,AutoTakeoff,True
2025-09-05T01:22:38.355000+00:00,2.4,-26.696738654997777,152.88547835247493,0.0,3350.2146,25,Level4,119.0,0.0,0.0,0.0,0.0,AutoTakeoff,True
2025-09-05T01:22:38.455000+00:00,2.5,-26.696738668056167,152.88547836272673,0.0,3350.2146,25,Level4,118.5,0.0,0.0,-0.2,0.0,AutoTakeoff,True
2025-09-05T01:22:38.555000+00:00,2.6,-26.696738411761373,152.88547810788714,0.0,3350.2146,25,Level4,118.0,0.0,0.0,-0.2,0.0,AutoTakeoff,True
2025-09-05T01:22:38.655000+00:00,2.7,-26.69673835032578,152.88547806335484,0.0,3350.2146,25,Level4,118.1,0.0,0.0,-0.2,0.0,AutoTakeoff,True
2025-09-05T01:22:38.755000+00:00,2.8,-26.696737973668053,152.8854777837874,0.1,3350.2146,25,Level4,118.2,0.0,0.0,-0.3,0.0,AutoTakeoff,True
2025-09-05T01:22:38.855000+00:00,2.9,6.597437141853302e+195,-6.622856940145089e-156,0.1,3350.2146,25,Level4,118.3,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:38.955000+00:00,3.0,-26.696737856900327,152.88547679820135,0.1,3350.2146,25,Level4,118.2,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:39.055000+00:00,3.1,-26.696737883149417,152.88547684861427,0.2,3350.2146,25,Level4,118.2,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:39.155000+00:00,3.2,-26.696738398593723,152.88547641717076,0.2,3350.2146,24,Level4,118.2,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.255000+00:00,3.3,-26.69673845153042,152.88547653392482,0.3,3350.2146,24,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.355000+00:00,3.4,-26.69673860221044,152.8854765027282,0.4,3350.2146,25,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.455000+00:00,3.5,-26.696738587096092,152.8854764252451,0.4,3350.2146,25,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.555000+00:00,3.6,-26.696738360384877,152.88547621305764,0.5,3350.2146,25,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.655000+00:00,3.7,-26.696738328619535,152.88547613903603,0.5,3350.2146,25,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.755000+00:00,3.8,-26.696738337987973,152.88547588678253,0.6,3350.2146,26,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.855000+00:00,3.9,-26.696738354358413,152.88547597278344,0.6,3350.2146,26,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:39.955000+00:00,4.0,-26.696738537504018,152.8854757594383,0.7,3350.2146,27,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:40.055000+00:00,4.1,-26.69673857453987,152.88547575402555,0.7,3350.2146,27,Level4,118.3,0.0,0.0,-0.5,0.0,AutoTakeoff,True
2025-09-05T01:22:40.155000+00:00,4.2,-26.696738172294815,152.88547464877314,0.8,3350.2146,27,Level4,118.3,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.255000+00:00,4.3,-26.696738160259496,152.88547456756228,0.8,3350.2146,27,Level4,118.3,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.355000+00:00,4.4,-26.69673766468231,152.88547422377977,0.9,3350.2146,27,Level4,118.3,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.455000+00:00,4.5,-26.696737603568995,152.8854742135029,0.9,3350.2146,27,Level4,118.3,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.555000+00:00,4.6,-26.696737295858572,152.88547420150667,1.0,3350.2146,26,Level4,118.2,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.655000+00:00,4.7,-26.696737298945187,152.88547426272288,1.0,3350.2146,26,Level4,118.2,0.0,0.0,-0.4,0.0,AutoTakeoff,True
2025-09-05T01:22:40.755000+00:00,4.8,-26.696737221869913,152.88547394371727,1.1,3350.2146,26,Level4,119.8,0.0,0.0,-0.2,0.0,GPSAtti,True
2025-09-05T01:22:40.855000+00:00,4.9,1.23140049419626e-99,-7.262144470334165e+155,1.1,3350.2146,26,Level4,121.4,0.0,0.0,-0.1,0.0,GPSAtti,True
2025-09-05T01:22:40.955000+00:00,5.0,-26.69673680647914,152.88547322422758,1.1,3350.2146,27,Level4,121.9,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-05T01:22:41.055000+00:00,5.1,-26.69673683272722,152.8854732454615,1.1,3350.2146,27,Level4,122.1,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-05T01:22:41.155000+00:00,5.2,-26.69673616349485,152.8854724532963,1.1,3350.2146,26,Level4,122.2,0.0,0.0,0.0,0.0,GPSAtti,True
2025-09-05T01:22:41.255000+00:00,5.3,-26.696736183692337,152.88547246736155,1.1,3350.2146,26,Level4,122.2,0.0,0.0,0.0,0.0,GPSAtti,True
