time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used,coord_valid
2025-09-18T05:21:28.946000+00:00,0.0,,,0.0,0,0,Level0,76.3,0.0,0.0,0.0,0.0,GPSAtti,False,False
2025-09-18T05:21:29.046000+00:00,0.1,,,0.0,0,0,Level0,76.3,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.146000+00:00,0.2,,,0.0,0,0,Level0,76.3,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.246000+00:00,0.3,,,0.0,3427.74072,0,Level0,76.4,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.346000+00:00,0.4,,,0.0,3427.74072,0,Level0,76.4,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.446000+00:00,0.5,,,0.0,3427.74072,5,Level0,76.4,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.546000+00:00,0.6,,,0.0,3427.74072,5,Level0,76.4,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.646000+00:00,0.7,,,0.0,3427.74072,5,Level0,76.3,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.746000+00:00,0.8,,,0.0,3427.74072,5,Level0,76.4,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.846000+00:00,0.9,,,0.0,3427.74072,5,Level0,76.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:29.946000+00:00,1.0,,,0.0,3427.74072,5,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.046000+00:00,1.1,,,0.0,3427.74072,5,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.146000+00:00,1.2,,,0.0,3427.74072,6,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.246000+00:00,1.3,,,0.0,3427.74072,6,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.346000+00:00,1.4,,,0.0,3427.74072,7,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.446000+00:00,1.5,,,0.0,3427.74072,7,Level0,76.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.546000+00:00,1.6,,,0.0,3427.74072,0,Level0,76.7,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.646000+00:00,1.7,,,0.0,3427.74072,0,Level0,76.6,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.746000+00:00,1.8,,,0.0,3427.74072,8,Level0,76.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.846000+00:00,1.9,,,0.0,3427.74072,8,Level0,76.5,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:30.946000+00:00,2.0,,,0.0,3427.74072,10,Level0,76.8,0.0,0.0,0.0,0.0,MotorsJustStarted,False,False
2025-09-18T05:21:31.046000+00:00,2.1,,,0.0,3427.74072,10,Level0,77.1,0.0,0.0,0.0,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.146000+00:00,2.2,,,0.0,3427.74072,10,Level0,77.2,0.0,0.0,0.0,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.246000+00:00,2.3,,,0.0,3427.74072,12,Level0,77.3,0.0,0.0,0.0,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.346000+00:00,2.4,,,0.0,3427.74072,12,Level0,77.7,0.0,0.0,-0.1,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.446000+00:00,2.5,,,0.0,3427.74072,12,Level0,77.8,0.0,0.0,-0.2,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.546000+00:00,2.6,,,0.1,3427.74072,12,Level0,78.0,0.0,0.0,-0.3,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.646000+00:00,2.7,,,0.1,3427.74072,14,Level0,78.2,0.0,0.0,-0.3,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.746000+00:00,2.8,,,0.1,3427.74072,14,Level0,78.3,0.0,0.0,-0.3,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.846000+00:00,2.9,,,0.2,3427.74072,18,Level0,78.2,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:31.946000+00:00,3.0,,,0.2,3427.74072,18,Level0,78.1,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.046000+00:00,3.1,,,0.3,3427.74072,18,Level0,78.1,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.146000+00:00,3.2,,,0.3,3427.74072,17,Level0,78.0,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.246000+00:00,3.3,,,0.4,3427.74072,17,Level0,78.0,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.346000+00:00,3.4,,,0.4,3427.74072,17,Level0,78.1,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.446000+00:00,3.5,,,0.5,3427.74072,17,Level0,78.0,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.546000+00:00,3.6,,,0.5,3427.74072,17,Level0,78.1,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.646000+00:00,3.7,,,0.6,3427.74072,17,Level0,78.0,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.746000+00:00,3.8,,,0.6,3427.74072,17,Level0,77.9,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.846000+00:00,3.9,,,0.7,3427.74072,17,Level0,77.9,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:32.946000+00:00,4.0,,,0.8,3427.74072,17,Level0,77.9,0.0,0.0,-0.5,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.046000+00:00,4.1,,,0.8,3427.74072,17,Level0,77.9,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.146000+00:00,4.2,,,0.9,3427.74072,19,Level0,78.0,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.246000+00:00,4.3,,,0.9,3427.74072,19,Level0,78.1,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.346000+00:00,4.4,,,1.0,3427.74072,20,Level0,78.1,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.446000+00:00,4.5,,,1.0,3427.74072,20,Level0,77.9,0.0,0.0,-0.4,0.0,AutoTakeoff,False,False
2025-09-18T05:21:33.546000+00:00,4.6,,,1.0,3427.74072,20,Level0,78.0,0.0,0.0,-0.2,0.0,GPSAtti,False,False
2025-09-18T05:21:33.646000+00:00,4.7,,,1.1,3427.74072,19,Level0,78.2,0.0,0.0,0.0,0.0,GPSAtti,False,False
2025-09-18T05:21:33.746000+00:00,4.8,,,1.1,3427.74072,19,Level0,78.2,0.0,0.1,0.0,0.1,GPSAtti,False,False
2025-09-18T05:21:33.846000+00:00,4.9,,,1.1,3427.74072,20,Level0,78.1,0.0,0.0,0.1,0.0,GPSAtti,False,False
2025-09-18T05:21:33.946000+00:00,5.0,,,1.0,3427.74072,20,Level0,78.0,0.0,0.0,0.2,0.0,GPSAtti,False,False
2025-09-18T05:21:34.046000+00:00,5.1,,,1.0,3427.74072,19,Level0,77.9,0.0,0.0,0.2,0.0,GPSAtti,False,False
2025-09-18T05:21:34.146000+00:00,5.2,,,1.0,3427.74072,19,Level0,77.9,0.0,0.0,0.1,0.0,GPSAtti,False,False
2025-09-18T05:21:34.246000+00:00,5.3,,,1.0,3427.74072,16,Level0,77.9,0.0,0.0,0.0,0.0,GPSAtti,False,False
2025-09-18T05:21:34.346000+00:00,5.4,,,1.0,3427.74072,16,Level0,78.0,0.0,0.0,0.1,0.0,GPSAtti,False,False
2025-09-18T05:21:34.446000+00:00,5.5,,,1.0,3427.74072,16,Level0,78.1,0.0,0.0,0.1,0.0,GPSAtti,False,False
2025-09-18T05:21:34.546000+00:00,5.6,,,0.9,3427.74072,16,Level0,78.1,0.0,0.0,0.1,0.0,GPSAtti,False,False
2025-09-18T05:21:34.646000+00:00,5.7,,,0.9,3427.74072,18,Level0,77.9,0.0,0.0,0.0,0.0,GPSAtti,False,False
2025-09-18T05:21:34.746000+00:00,5.8,,,0.9,3427.74072,18,Level0,78.0,0.0,0.0,0.0,0.0,GPSAtti,False,False
2025-09-18T05:21:34.846000+00:00,5.9,,,0.9,3427.74072,19,Level0,78.0,0.0,-0.1,0.0,0.1,GPSAtti,False,False
2025-09-18T05:21:34.946000+00:00,6.0,,,0.9,3427.74072,19,Level0,78.0,-0.1,-0.3,0.0,0.316,GPSAtti,False,False
2025-09-18T05:21:35.046000+00:00,6.1,,,0.9,3427.74072,19,Level0,78.1,-0.1,-0.6,0.0,0.608,GPSAtti,False,False
2025-09-18T05:21:35.146000+00:00,6.2,,,0.9,3427.74072,19,Level0,78.1,-0.2,-0.7,0.0,0.728,GPSAtti,False,False
2025-09-18T05:21:35.246000+00:00,6.3,,,0.9,3427.74072,22,Level0,78.1,-0.2,-0.9,0.0,0.922,GPSAtti,False,False
2025-09-18T05:21:35.346000+00:00,6.4,,,0.9,3427.74072,22,Level0,78.1,-0.2,-1.1,0.0,1.118,GPSAtti,False,False
2025-09-18T05:21:35.446000+00:00,6.5,,,0.9,3427.74072,22,Level0,78.0,-0.2,-1.2,0.0,1.217,GPSAtti,False,False
2025-09-18T05:21:35.546000+00:00,6.6,,,0.9,3427.74072,22,Level0,75.6,-0.2,-1.1,0.0,1.118,GPSAtti,False,False
2025-09-18T05:21:35.646000+00:00,6.7,-26.696707029215606,152.88543225372896,0.9,3427.74072,21,Level0,68.8,-0.4,-1.0,0.0,1.077,GPSAtti,True,True
