time_iso,t_rel_s,latitude,longitude,altitude_m,takeoff_loc_alt_mm,satellite_count,gps_signal_level,yaw_deg,vx_mps,vy_mps,vz_mps,speed_mps,flight_mode,is_gps_used,coord_valid
2025-09-18T06:39:59.087000+00:00,0.0,-26.696720037441057,152.88543381454502,0.0,0,22,Level4,288.0,0.1,0.0,0.0,0.1,GPSAtti,True,True
2025-09-18T06:39:59.186998+00:00,0.1,-26.696720599166913,152.8854339720844,0.0,0,22,Level4,289.0,0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:39:59.287001+00:00,0.2,-26.696720718498167,152.88543402774974,0.0,0,22,Level4,289.0,0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:39:59.386999+00:00,0.3,,,0.0,0,21,Level4,288.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,False
2025-09-18T06:39:59.486998+00:00,0.4,-26.696721246932775,152.88543415037583,0.0,0,21,Level4,290.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:39:59.587000+00:00,0.5,-26.696721055882353,152.8854334443643,0.0,0,21,Level4,292.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:39:59.686998+00:00,0.6,-26.696721169581224,152.8854332725763,0.0,0,21,Level4,292.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:39:59.787001+00:00,0.7,-26.696720445094478,152.88543357990264,0.0,0,21,Level4,292.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:39:59.886999+00:00,0.8,-26.696720296615958,152.88543347846255,0.0,3338.93506,21,Level4,284.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:39:59.986998+00:00,0.9,-26.69672010520677,152.88543362660147,0.0,3338.93506,22,Level4,284.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:40:00.087000+00:00,1.0,-26.69672009020005,152.88543359366946,0.0,3338.93506,22,Level4,284.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:40:00.186998+00:00,1.1,-26.696720387671625,152.88543354453992,0.0,3338.93506,22,Level4,284.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:40:00.287001+00:00,1.2,-26.696720411611537,152.88543354450758,0.0,3338.93506,22,Level4,284.0,0.0,0.0,0.0,0.0,MotorsJustStarted,True,True
2025-09-18T06:40:00.386999+00:00,1.3,-26.696720661059285,152.8854335069203,0.0,3338.93506,22,Level4,284.0,-0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:40:00.486998+00:00,1.4,-26.69672069967025,152.88543352260004,0.0,3338.93506,22,Level4,285.0,-0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:40:00.587000+00:00,1.5,-26.696720891729953,152.8854334368984,0.0,3338.93506,22,Level4,285.0,-0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:40:00.686998+00:00,1.6,-26.6967209386439,152.88543345842,0.0,3338.93506,22,Level4,285.0,-0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
2025-09-18T06:40:00.686998+00:00,1.6,-26.696721409990293,152.88543334883917,0.0,3338.93506,21,Level4,285.0,-0.1,0.0,0.0,0.1,MotorsJustStarted,True,True
